ID,Catégorie,Horodate,vers sortie,vers entrée
2936,VL,2022/10/11 08:54:04.133,,x
2945,VL,2022/10/11 08:56:24.781,,x
2946,VL,2022/10/11 08:57:02.198,,x
2948,UT,2022/10/11 08:57:41.635,x,
2951,UT,2022/10/11 08:58:18.498,,x
2954,VELO,2022/10/11 09:00:01.067,,x
2955,VL,2022/10/11 09:00:21.851,,x
2956,VL,2022/10/11 09:01:21.632,,x
2957,VELO,2022/10/11 09:01:38.914,x,
2961,VL,2022/10/11 09:02:17.846,,x
2962,VELO,2022/10/11 09:03:24.498,,x
2964,VL,2022/10/11 09:04:39.483,,x
2970,VL,2022/10/11 09:05:25.999,x,
2971,VELO,2022/10/11 09:05:30.415,,x
2972,PL_1,2022/10/11 09:05:32.282,,x
2974,VL,2022/10/11 09:06:41.784,,x
2975,VELO,2022/10/11 09:07:05.132,,x
2977,VL,2022/10/11 09:07:51.916,,x
2979,VL,2022/10/11 09:09:01.632,,x
2982,VELO,2022/10/11 09:09:19.351,,x
2989,VL,2022/10/11 09:09:54.283,,x
2991,VL,2022/10/11 09:10:07.347,,x
2992,VL,2022/10/11 09:10:45.063,,x
2997,MOTO,2022/10/11 09:11:41.282,,x
2998,VL,2022/10/11 09:12:30.568,,x
3000,VELO,2022/10/11 09:12:50.565,,x
3001,VL,2022/10/11 09:13:03.632,,x
3005,VL,2022/10/11 09:13:18.413,x,
3007,VL,2022/10/11 09:13:51.565,,x
3008,VL,2022/10/11 09:13:55.065,,x
3009,VL,2022/10/11 09:14:03.499,,x
3010,PL_2,2022/10/11 09:14:52.414,,x
3011,VELO,2022/10/11 09:14:58.199,,x
3032,VELO,2022/10/11 09:16:24.983,,x
3034,VELO,2022/10/11 09:16:51.198,,x
3035,VL,2022/10/11 09:17:43.848,,x
3036,VL,2022/10/11 09:18:05.632,x,
3041,UT,2022/10/11 09:18:16.632,,x
3042,VL,2022/10/11 09:18:41.850,,x
3045,VL,2022/10/11 09:18:44.632,,x
3046,VL,2022/10/11 09:18:59.064,,x
3048,VL,2022/10/11 09:22:34.563,,x
3051,VELO,2022/10/11 09:23:26.282,,x
3052,UT,2022/10/11 09:25:44.701,,x
3053,VL,2022/10/11 09:25:47.349,,x
3054,VELO,2022/10/11 09:26:09.348,,x
3056,VL,2022/10/11 09:27:26.999,,x
3058,VL,2022/10/11 09:27:38.781,,x
3059,UT,2022/10/11 09:27:40.499,x,
3062,VELO,2022/10/11 09:27:44.983,,x
3063,VELO,2022/10/11 09:28:40.415,,x
3064,UT,2022/10/11 09:29:25.281,,x
3065,UT,2022/10/11 09:29:41.130,,x
3067,UT,2022/10/11 09:29:42.698,,x
3068,UT,2022/10/11 09:30:10.566,,x
3083,VL,2022/10/11 09:32:36.498,,x
3103,PL_2,2022/10/11 09:33:19.132,x,
3104,VL,2022/10/11 09:34:53.713,,x
3105,PL_1,2022/10/11 09:35:11.999,,x
3106,VL,2022/10/11 09:35:14.916,,x
3107,VL,2022/10/11 09:36:56.132,x,
3114,VELO,2022/10/11 09:37:39.983,,x
3115,UT,2022/10/11 09:38:24.202,x,
3119,VL,2022/10/11 09:39:09.415,,x
3120,VL,2022/10/11 09:39:20.697,,x
3127,PL_1,2022/10/11 09:42:43.283,x,
3131,UT,2022/10/11 09:44:41.566,x,
3139,VELO,2022/10/11 09:45:03.497,,x
3142,VL,2022/10/11 09:46:35.135,x,
3144,VL,2022/10/11 09:46:44.631,,x
3146,VL,2022/10/11 09:47:16.701,,x
3148,UT,2022/10/11 09:47:23.564,,x
3150,VELO,2022/10/11 09:47:58.280,,x
3151,UT,2022/10/11 09:49:15.566,x,
3162,VL,2022/10/11 09:50:08.780,,x
3166,VL,2022/10/11 09:50:29.781,,x
3167,VL,2022/10/11 09:50:31.699,,x
3169,VELO,2022/10/11 09:51:00.197,,x
3174,UT,2022/10/11 09:51:56.268,,x
3175,UT,2022/10/11 09:52:30.283,,x
3176,VL,2022/10/11 09:53:16.999,,x
3177,UT,2022/10/11 09:54:35.498,x,
3179,VL,2022/10/11 09:55:07.201,,x
3180,VELO,2022/10/11 09:55:20.999,,x
3181,VL,2022/10/11 09:56:04.849,,x
3185,VL,2022/10/11 09:56:44.985,,x
3186,UT,2022/10/11 09:59:13.349,x,
3187,UT,2022/10/11 10:02:15.915,x,
3190,VL,2022/10/11 10:02:51.496,,x
3191,VL,2022/10/11 10:05:45.915,x,
3198,PL_2,2022/10/11 10:09:52.632,,x
3199,VL,2022/10/11 10:09:56.282,,x
3201,VL,2022/10/11 10:11:08.633,,x
3202,VL,2022/10/11 10:12:00.781,,x
3210,VL,2022/10/11 10:17:06.567,,x
3214,VL,2022/10/11 10:33:42.349,,x
3217,UT,2022/10/11 10:35:02.565,,x
3218,VL,2022/10/11 10:38:41.282,x,
3221,PL_2,2022/10/11 10:39:25.915,x,
3223,VL,2022/10/11 10:41:02.067,,x
3224,VL,2022/10/11 10:41:29.699,x,
3233,VL,2022/10/11 10:46:12.065,,x
3241,UT,2022/10/11 10:47:39.284,,x
3242,VL,2022/10/11 10:48:00.499,x,
3247,VL,2022/10/11 10:56:26.781,x,
3251,VL,2022/10/11 10:59:12.129,,x
3257,VL,2022/10/11 11:03:06.065,,x
3262,UT,2022/10/11 11:03:53.768,x,
3264,UT,2022/10/11 11:03:58.999,,x
3265,VL,2022/10/11 11:04:00.914,,x
3266,VL,2022/10/11 11:04:13.784,,x
3267,UT,2022/10/11 11:04:47.566,,x
3268,VL,2022/10/11 11:06:38.984,x,
3269,UT,2022/10/11 11:07:18.999,,x
3272,UT,2022/10/11 11:08:49.065,,x
3281,PL_1,2022/10/11 11:09:22.916,,x
3282,UT,2022/10/11 11:09:36.566,,x
3283,MOTO,2022/10/11 11:12:08.283,,x
3284,UT,2022/10/11 11:13:41.781,,x
3286,VL,2022/10/11 11:14:49.350,,x
3287,MOTO,2022/10/11 11:16:20.201,x,
3290,VL,2022/10/11 11:16:55.213,,x
3295,PL_1,2022/10/11 11:17:01.198,x,
3296,UT,2022/10/11 11:17:16.911,,x
3297,UT,2022/10/11 11:17:19.913,,x
3298,UT,2022/10/11 11:17:41.349,,x
3299,PL_1,2022/10/11 11:17:59.780,,x
3300,UT,2022/10/11 11:19:23.699,x,
3302,VL,2022/10/11 11:19:35.565,x,
3303,VELO,2022/10/11 11:19:45.133,,x
3308,UT,2022/10/11 11:23:21.984,x,
3309,UT,2022/10/11 11:23:42.066,,x
3312,UT,2022/10/11 11:24:54.565,x,
3320,VELO,2022/10/11 11:25:15.199,x,
3333,UT,2022/10/11 11:28:39.349,x,
3334,VELO,2022/10/11 11:29:25.914,,x
3338,VELO,2022/10/11 11:30:12.632,,x
3339,UT,2022/10/11 11:31:14.915,,x
3340,UT,2022/10/11 11:31:18.063,,x
3341,VL,2022/10/11 11:31:19.780,,x
3342,UT,2022/10/11 11:31:23.483,,x
3343,UT,2022/10/11 11:32:22.700,,x
3344,VELO,2022/10/11 11:32:49.197,,x
3351,UT,2022/10/11 11:33:36.848,,x
3357,VL,2022/10/11 11:34:36.068,,x
3359,UT,2022/10/11 11:34:37.632,,x
3360,UT,2022/10/11 11:34:56.848,x,
3361,VL,2022/10/11 11:35:45.780,x,
3363,VL,2022/10/11 11:36:00.065,,x
3364,VL,2022/10/11 11:39:21.750,,x
3365,VL,2022/10/11 11:39:25.252,x,
3367,VL,2022/10/11 11:41:02.602,x,
3370,VL,2022/10/11 11:41:20.731,,x
3371,VL,2022/10/11 11:41:35.983,x,
3374,VL,2022/10/11 11:42:15.081,x,
3385,UT,2022/10/11 11:48:14.336,,x
3388,VL,2022/10/11 11:48:29.999,,x
3389,UT,2022/10/11 11:48:57.316,,x
3390,UT,2022/10/11 11:50:12.699,x,
3392,UT,2022/10/11 11:50:27.700,x,
3394,UT,2022/10/11 11:50:42.700,x,
3396,UT,2022/10/11 11:50:49.101,x,
3399,PL_1,2022/10/11 11:51:11.851,x,
3401,VL,2022/10/11 11:51:19.968,x,
3402,UT,2022/10/11 11:51:39.899,,x
3404,UT,2022/10/11 11:51:55.401,x,
3406,UT,2022/10/11 11:52:59.233,,x
3407,VL,2022/10/11 11:54:02.584,x,
3409,VELO,2022/10/11 11:54:08.367,,x
3411,VELO,2022/10/11 11:54:36.532,,x
3413,VL,2022/10/11 11:55:03.167,,x
3414,VELO,2022/10/11 11:55:12.083,x,
3419,VL,2022/10/11 11:55:21.185,x,
3423,UT,2022/10/11 11:56:17.950,x,
3425,UT,2022/10/11 11:58:23.851,x,
3427,VL,2022/10/11 11:58:43.600,,x
3432,UT,2022/10/11 11:58:47.917,x,
3434,VL,2022/10/11 11:59:08.950,x,
3435,UT,2022/10/11 11:59:32.600,x,
3437,VL,2022/10/11 12:00:21.932,x,
3441,VL,2022/10/11 12:00:44.249,x,
3463,VL,2022/10/11 12:00:58.784,x,
3469,VL,2022/10/11 12:01:42.651,,x
3471,UT,2022/10/11 12:01:50.932,x,
3490,VL,2022/10/11 12:03:30.100,x,
3504,VL,2022/10/11 12:04:34.117,x,
3506,UT,2022/10/11 12:05:19.865,,x
3507,VL,2022/10/11 12:05:46.283,,x
3516,UT,2022/10/11 12:06:31.266,,x
3520,VL,2022/10/11 12:07:01.834,,x
3541,VL,2022/10/11 12:07:15.084,x,
3550,VL,2022/10/11 12:07:18.465,x,
3556,VL,2022/10/11 12:07:26.964,x,
3559,UT,2022/10/11 12:08:34.967,x,
3563,VL,2022/10/11 12:09:07.648,,x
3565,VL,2022/10/11 12:09:34.834,,x
3566,VL,2022/10/11 12:10:01.551,x,
3567,VL,2022/10/11 12:10:31.451,x,
3569,VELO,2022/10/11 12:10:33.649,x,
3585,VL,2022/10/11 12:11:31.399,,x
3587,VL,2022/10/11 12:11:48.452,x,
3589,VL,2022/10/11 12:11:49.132,,x
3594,UT,2022/10/11 12:12:15.750,x,
3597,UT,2022/10/11 12:12:27.483,x,
3599,VL,2022/10/11 12:12:33.716,,x
3600,VL,2022/10/11 12:12:37.033,,x
3602,UT,2022/10/11 12:12:43.865,x,
3605,VELO,2022/10/11 12:13:08.401,,x
3607,VL,2022/10/11 12:13:16.584,x,
3617,VL,2022/10/11 12:15:07.450,x,
3618,UT,2022/10/11 12:15:10.001,x,
3624,VL,2022/10/11 12:16:30.251,,x
3627,VELO,2022/10/11 12:16:35.218,,x
3628,VELO,2022/10/11 12:17:01.950,x,
3629,VL,2022/10/11 12:17:15.450,x,
3630,UT,2022/10/11 12:17:19.267,,x
3631,VL,2022/10/11 12:17:22.534,,x
3636,VELO,2022/10/11 12:17:38.865,x,
3646,UT,2022/10/11 12:18:59.451,x,
3647,VELO,2022/10/11 12:19:51.200,x,
3648,VELO,2022/10/11 12:19:56.333,,x
3649,UT,2022/10/11 12:19:58.199,,x
3653,PL_1,2022/10/11 12:20:06.717,x,
3654,UT,2022/10/11 12:20:08.332,,x
3656,VL,2022/10/11 12:20:12.950,,x
3657,VL,2022/10/11 12:20:15.584,x,
3665,UT,2022/10/11 12:20:30.615,x,
3672,VL,2022/10/11 12:20:48.733,x,
3675,UT,2022/10/11 12:21:13.934,x,
3686,VL,2022/10/11 12:22:04.784,,x
3695,VELO,2022/10/11 12:22:22.732,x,
3699,VL,2022/10/11 12:23:12.316,,x
3700,UT,2022/10/11 12:23:48.849,x,
3703,VL,2022/10/11 12:24:28.799,x,
3704,VL,2022/10/11 12:24:34.649,x,
3707,VL,2022/10/11 12:24:52.150,,x
3708,VELO,2022/10/11 12:26:18.797,x,
3711,VL,2022/10/11 12:26:31.399,,x
3722,PL_1,2022/10/11 12:27:25.950,,x
3723,VL,2022/10/11 12:28:00.933,x,
3728,VL,2022/10/11 12:28:59.784,,x
3730,VELO,2022/10/11 12:29:26.235,,x
3734,VL,2022/10/11 12:29:28.116,,x
3735,VL,2022/10/11 12:29:53.932,,x
3736,VL,2022/10/11 12:29:57.217,x,
3737,VL,2022/10/11 12:30:06.348,x,
3738,UT,2022/10/11 12:31:18.000,,x
3739,VL,2022/10/11 12:32:02.118,x,
3743,VELO,2022/10/11 12:33:42.716,x,
3744,VL,2022/10/11 12:34:03.699,x,
3746,VL,2022/10/11 12:35:17.631,,x
3747,VL,2022/10/11 12:35:32.915,,x
3748,PL_1,2022/10/11 12:36:00.333,x,
3749,VL,2022/10/11 12:36:44.333,,x
3797,VL,2022/10/11 12:37:58.235,,x
3817,VELO,2022/10/11 12:38:13.617,x,
3824,VL,2022/10/11 12:38:35.199,x,
3825,VELO,2022/10/11 12:39:14.451,,x
3839,VELO,2022/10/11 12:40:44.399,x,
3846,VL,2022/10/11 12:41:08.066,,x
3880,VL,2022/10/11 12:43:07.118,,x
3881,VELO,2022/10/11 12:43:55.682,x,
3891,VL,2022/10/11 12:45:01.184,,x
3930,VELO,2022/10/11 12:46:52.749,x,
3934,VL,2022/10/11 12:47:19.500,,x
3936,VL,2022/10/11 12:48:25.600,x,
3937,VL,2022/10/11 12:48:36.134,x,
3954,VL,2022/10/11 12:50:39.383,x,
3982,VL,2022/10/11 12:51:37.283,,x
4006,VL,2022/10/11 12:52:53.483,x,
4033,UT,2022/10/11 12:55:00.450,,x
4039,UT,2022/10/11 12:55:20.631,x,
4051,UT,2022/10/11 12:55:41.518,,x
4061,VL,2022/10/11 12:55:51.200,x,
4065,VELO,2022/10/11 12:55:56.434,x,
4075,UT,2022/10/11 12:56:19.981,x,
4082,UT,2022/10/11 12:56:41.183,x,
4091,VL,2022/10/11 12:56:49.382,,x
4092,VL,2022/10/11 12:56:51.382,,x
4093,VL,2022/10/11 12:56:59.716,,x
4094,UT,2022/10/11 12:57:16.999,,x
4111,VL,2022/10/11 13:00:20.683,,x
4113,UT,2022/10/11 13:01:07.267,,x
4133,VL,2022/10/11 13:02:50.400,x,
4134,VL,2022/10/11 13:03:12.667,x,
4135,VL,2022/10/11 13:03:25.867,,x
4136,UT,2022/10/11 13:03:35.370,,x
4137,VL,2022/10/11 13:03:46.549,x,
4138,VL,2022/10/11 13:03:48.917,x,
4150,UT,2022/10/11 13:04:46.684,,x
4156,UT,2022/10/11 13:05:38.600,x,
4159,VL,2022/10/11 13:05:57.067,x,
4170,PL_1,2022/10/11 13:08:19.500,x,
4171,VL,2022/10/11 13:09:31.153,x,
4174,UT,2022/10/11 13:10:00.134,x,
4178,VL,2022/10/11 13:11:08.067,x,
4179,UT,2022/10/11 13:11:46.201,,x
4180,VL,2022/10/11 13:12:07.401,x,
4181,VELO,2022/10/11 13:14:46.067,x,
4193,VELO,2022/10/11 13:15:36.233,,x
4203,VL,2022/10/11 13:16:04.400,x,
4204,VL,2022/10/11 13:16:53.400,,x
4205,VL,2022/10/11 13:20:53.068,x,
4209,VELO,2022/10/11 13:21:06.367,,x
4231,VL,2022/10/11 13:22:36.801,x,
4233,VL,2022/10/11 13:23:06.868,x,
4234,VL,2022/10/11 13:23:50.400,x,
4236,VL,2022/10/11 13:24:01.200,x,
4246,VL,2022/10/11 13:25:53.086,x,
4247,VL,2022/10/11 13:25:55.817,,x
4255,VELO,2022/10/11 13:31:21.601,,x
4257,VELO,2022/10/11 13:31:53.149,,x
4265,VL,2022/10/11 13:34:48.251,,x
4267,VL,2022/10/11 13:35:13.384,,x
4268,VL,2022/10/11 13:35:15.168,,x
4274,VELO,2022/10/11 13:38:04.935,,x
4275,VELO,2022/10/11 13:38:11.947,,x
4285,VELO,2022/10/11 13:43:36.601,x,
4286,VL,2022/10/11 13:43:42.300,x,
4291,VL,2022/10/11 13:46:00.067,,x
4294,VELO,2022/10/11 13:46:13.000,,x
4296,VL,2022/10/11 13:46:18.267,,x
4306,VELO,2022/10/11 13:48:39.735,,x
4307,VL,2022/10/11 13:49:19.002,x,
4311,VL,2022/10/11 13:51:34.134,,x
4320,VL,2022/10/11 13:52:08.067,,x
4322,VELO,2022/10/11 13:52:50.467,,x
4349,VELO,2022/10/11 13:55:30.934,,x
4350,VELO,2022/10/11 13:56:10.467,x,
4351,UT,2022/10/11 13:56:13.335,,x
4355,UT,2022/10/11 13:57:35.200,,x
4359,VL,2022/10/11 13:58:58.016,x,
4361,VL,2022/10/11 13:59:18.601,x,
4362,VL,2022/10/11 14:00:41.501,,x
4363,VL,2022/10/11 14:00:47.000,,x
4366,VL,2022/10/11 14:01:39.801,,x
4367,UT,2022/10/11 14:01:54.164,,x
4370,VL,2022/10/11 14:04:43.268,x,
4371,VL,2022/10/11 14:05:16.350,x,
4373,VL,2022/10/11 14:05:54.216,,x
4374,VELO,2022/10/11 14:05:55.016,,x
4378,VL,2022/10/11 14:07:22.801,,x
4380,VL,2022/10/11 14:07:50.868,,x
4381,VL,2022/10/11 14:08:31.750,,x
4383,VL,2022/10/11 14:10:11.018,,x
4386,VL,2022/10/11 14:11:02.549,x,
4387,VELO,2022/10/11 14:11:11.334,x,
4392,VL,2022/10/11 14:11:50.947,x,
4393,VL,2022/10/11 14:13:50.817,x,
4396,VL,2022/10/11 14:15:17.583,,x
4398,UT,2022/10/11 14:16:16.680,,x
4399,VL,2022/10/11 14:17:36.917,x,
4427,VELO,2022/10/11 14:19:56.453,,x
4428,UT,2022/10/11 14:20:05.214,,x
4446,VL,2022/10/11 14:23:20.817,x,
4451,UT,2022/10/11 14:24:23.135,x,
4453,UT,2022/10/11 14:24:25.335,x,
4455,VL,2022/10/11 14:25:11.817,,x
4456,VL,2022/10/11 14:26:41.500,,x
4457,VELO,2022/10/11 14:27:35.250,x,
4461,MOTO,2022/10/11 14:30:42.947,,x
4462,VL,2022/10/11 14:31:03.318,,x
4463,VL,2022/10/11 14:33:46.734,,x
4471,VELO,2022/10/11 14:36:19.417,x,
4472,VL,2022/10/11 14:36:32.534,,x
4473,VL,2022/10/11 14:36:36.014,,x
4474,VL,2022/10/11 14:37:00.267,x,
4476,VL,2022/10/11 14:39:35.535,x,
4477,VL,2022/10/11 14:39:49.867,,x
4486,VL,2022/10/11 14:43:07.200,,x
4487,UT,2022/10/11 14:43:08.334,,x
4490,VL,2022/10/11 14:44:57.649,,x
4492,VL,2022/10/11 14:45:54.134,,x
4507,VL,2022/10/11 14:49:44.282,,x
4511,VL,2022/10/11 14:49:56.233,,x
4512,VL,2022/10/11 14:51:12.467,,x
4515,VL,2022/10/11 14:54:37.334,x,
4516,VL,2022/10/11 14:55:07.117,x,
4517,VL,2022/10/11 14:55:35.200,,x
4519,VL,2022/10/11 14:59:18.603,x,
4521,VL,2022/10/11 15:01:57.867,x,
4522,VL,2022/10/11 15:04:28.384,,x
4530,VL,2022/10/11 15:05:11.735,,x
4548,UT,2022/10/11 15:08:22.401,,x
4549,VL,2022/10/11 15:09:14.535,x,
4553,VL,2022/10/11 15:11:25.700,,x
4554,UT,2022/10/11 15:11:47.817,,x
4555,VL,2022/10/11 15:17:46.485,x,
4557,VL,2022/10/11 15:19:20.200,x,
4561,UT,2022/10/11 15:21:14.268,x,
4564,VL,2022/10/11 15:21:34.549,x,
4565,VL,2022/10/11 15:22:09.616,x,
4567,VL,2022/10/11 15:25:04.534,x,
4568,UT,2022/10/11 15:26:17.334,x,
4569,VL,2022/10/11 15:26:20.817,x,
4570,VL,2022/10/11 15:26:39.999,x,
4574,VL,2022/10/11 15:27:05.135,,x
4576,VL,2022/10/11 15:29:23.801,x,
4578,VL,2022/10/11 15:31:32.552,,x
4579,UT,2022/10/11 15:31:39.217,,x
4580,UT,2022/10/11 15:32:44.269,,x
4581,VL,2022/10/11 15:33:32.484,x,
4582,VELO,2022/10/11 15:33:56.000,x,
4586,UT,2022/10/11 15:34:46.135,x,
4587,VL,2022/10/11 15:36:30.216,x,
4590,UT,2022/10/11 15:38:45.734,,x
4591,VL,2022/10/11 15:40:10.016,x,
4592,VL,2022/10/11 15:40:16.467,x,
4594,UT,2022/10/11 15:44:07.917,x,
4596,VL,2022/10/11 15:45:23.000,x,
4598,VL,2022/10/11 15:45:43.384,x,
4601,UT,2022/10/11 15:45:48.200,x,
4604,UT,2022/10/11 15:47:00.468,,x
4605,VL,2022/10/11 15:49:08.084,x,
4607,MOTO,2022/10/11 15:49:27.936,x,
4613,VL,2022/10/11 15:53:12.067,x,
4616,VL,2022/10/11 15:54:41.801,,x
4619,VL,2022/10/11 15:58:00.850,x,
4620,UT,2022/10/11 15:58:39.250,x,
4621,VL,2022/10/11 15:59:16.269,,x
4633,VL,2022/10/11 16:06:45.801,x,
4634,VL,2022/10/11 16:07:00.482,x,
4636,UT,2022/10/11 16:07:37.818,x,
4638,UT,2022/10/11 16:07:57.617,x,
4641,UT,2022/10/11 16:08:08.750,x,
4643,VL,2022/10/11 16:08:25.385,,x
4644,VL,2022/10/11 16:09:13.300,x,
4645,VL,2022/10/11 16:09:28.067,x,
4647,VL,2022/10/11 16:09:48.249,x,
4648,VL,2022/10/11 16:10:33.652,,x
4658,VL,2022/10/11 16:12:17.616,x,
4662,VL,2022/10/11 16:12:46.550,,x
4676,VL,2022/10/11 16:15:13.934,x,
4679,VL,2022/10/11 16:15:24.267,x,
4681,VL,2022/10/11 16:16:44.467,x,
4682,VL,2022/10/11 16:16:52.401,x,
4686,VL,2022/10/11 16:20:11.734,,x
4689,VL,2022/10/11 16:20:41.601,,x
4691,UT,2022/10/11 16:21:21.919,,x
4692,UT,2022/10/11 16:22:47.601,x,
4693,VL,2022/10/11 16:23:00.801,x,
4695,UT,2022/10/11 16:23:32.148,,x
4696,VL,2022/10/11 16:26:05.216,x,
4698,VELO,2022/10/11 16:29:44.001,x,
4700,VL,2022/10/11 16:29:50.667,x,
4701,UT,2022/10/11 16:30:35.335,x,
4703,VL,2022/10/11 16:30:40.000,x,
4705,VL,2022/10/11 16:31:05.467,x,
4709,VL,2022/10/11 16:32:51.736,x,
4710,VL,2022/10/11 16:34:15.267,,x
4713,VL,2022/10/11 16:35:00.668,x,
4716,VL,2022/10/11 16:35:50.584,,x
4718,UT,2022/10/11 16:36:25.282,x,
4720,UT,2022/10/11 16:36:48.736,x,
4721,VL,2022/10/11 16:36:59.817,x,
4726,VL,2022/10/11 16:37:45.582,x,
4728,UT,2022/10/11 16:38:20.068,x,
4731,VL,2022/10/11 16:39:41.469,,x
4732,VELO,2022/10/11 16:40:44.000,x,
4737,VL,2022/10/11 16:41:36.803,x,
4739,VL,2022/10/11 16:42:31.669,x,
4741,EDPM,2022/10/11 16:43:56.467,x,
4742,VL,2022/10/11 16:44:06.849,x,
4750,VELO,2022/10/11 16:45:22.384,x,
4751,VL,2022/10/11 16:46:08.948,x,
4758,VL,2022/10/11 16:48:39.601,x,
4759,VL,2022/10/11 16:49:29.182,x,
4766,VL,2022/10/11 16:50:15.334,x,
4768,VL,2022/10/11 16:52:07.450,x,
4769,VL,2022/10/11 16:53:40.199,x,
4772,VL,2022/10/11 16:53:47.867,x,
4777,VL,2022/10/11 16:54:50.618,x,
4780,VL,2022/10/11 16:56:36.534,x,
4781,VL,2022/10/11 16:56:46.600,x,
4782,VL,2022/10/11 16:56:49.550,x,
4788,VL,2022/10/11 16:57:28.668,,x
4789,VL,2022/10/11 16:57:43.201,x,
4795,VL,2022/10/11 16:59:04.768,x,
4796,VL,2022/10/11 16:59:50.334,x,
4801,VELO,2022/10/11 17:01:04.400,x,
4805,VL,2022/10/11 17:03:21.851,x,
4811,VELO,2022/10/11 17:03:23.402,,x
4815,VL,2022/10/11 17:03:37.000,x,
4822,VELO,2022/10/11 17:04:22.416,x,
4824,VL,2022/10/11 17:04:38.200,x,
4826,VL,2022/10/11 17:05:23.734,x,
4832,VL,2022/10/11 17:05:45.734,x,
4833,EDPM,2022/10/11 17:06:02.167,x,
4835,VL,2022/10/11 17:07:03.367,x,
4837,VL,2022/10/11 17:07:11.400,x,
4838,VL,2022/10/11 17:07:51.469,x,
4839,VL,2022/10/11 17:10:01.934,x,
4840,VL,2022/10/11 17:10:14.134,x,
4850,VL,2022/10/11 17:11:30.067,x,
4852,UT,2022/10/11 17:11:31.067,,x
4858,VL,2022/10/11 17:12:48.317,x,
4859,VL,2022/10/11 17:15:44.867,x,
4860,VL,2022/10/11 17:16:15.949,x,
4864,UT,2022/10/11 17:16:37.600,x,
4871,VL,2022/10/11 17:18:06.867,,x
4873,VELO,2022/10/11 17:18:40.813,x,
4875,VELO,2022/10/11 17:19:19.096,x,
4878,VELO,2022/10/11 17:19:41.098,x,
4879,VL,2022/10/11 17:19:57.965,x,
4882,VL,2022/10/11 17:22:02.246,x,
4884,VL,2022/10/11 17:23:22.629,x,
4891,VL,2022/10/11 17:26:21.965,x,
4894,VELO,2022/10/11 17:26:52.148,x,
4896,VL,2022/10/11 17:29:05.296,x,
4897,PL_1,2022/10/11 17:31:13.578,x,
4907,VL,2022/10/11 17:33:51.965,x,
4909,VL,2022/10/11 17:33:59.480,x,
4911,VL,2022/10/11 17:34:22.533,,x
4914,VL,2022/10/11 17:35:05.680,x,
4920,VL,2022/10/11 17:36:41.196,,x
4921,VL,2022/10/11 17:37:03.863,x,
4922,VELO,2022/10/11 17:37:20.914,x,
4925,VL,2022/10/11 17:37:29.864,x,
4926,VL,2022/10/11 17:38:02.049,x,
4928,VL,2022/10/11 17:40:10.063,x,
4929,VELO,2022/10/11 17:40:55.965,x,
4931,VELO,2022/10/11 17:41:11.198,x,
4932,VL,2022/10/11 17:42:21.196,x,
4933,VL,2022/10/11 17:43:30.430,x,
4934,VELO,2022/10/11 17:43:57.582,x,
4936,VL,2022/10/11 17:44:57.680,x,
4939,VELO,2022/10/11 17:45:12.246,x,
4941,VL,2022/10/11 17:46:00.432,x,
4942,VELO,2022/10/11 17:47:00.813,x,
4948,VL,2022/10/11 17:47:42.630,x,
4949,MOTO,2022/10/11 17:47:49.298,x,
4951,VELO,2022/10/11 17:47:58.529,x,
4953,VL,2022/10/11 17:49:03.480,x,
4955,VELO,2022/10/11 17:50:17.013,x,
4964,VL,2022/10/11 17:51:20.246,x,
4965,VL,2022/10/11 17:52:22.913,x,
4968,VELO,2022/10/11 17:52:26.813,,x
4969,VL,2022/10/11 17:53:21.679,x,
4970,VELO,2022/10/11 17:55:16.630,x,
4973,VL,2022/10/11 17:55:23.866,x,
4974,VL,2022/10/11 17:55:59.965,x,
4975,VL,2022/10/11 17:56:51.197,x,
4984,VELO,2022/10/11 17:57:34.048,x,
4986,VL,2022/10/11 17:58:03.481,x,
4987,VL,2022/10/11 17:58:10.533,x,
4998,VL,2022/10/11 18:00:05.683,,x
4999,VL,2022/10/11 18:01:33.480,x,
5000,VL,2022/10/11 18:02:28.430,,x
5001,VL,2022/10/11 18:03:25.197,x,
5002,VL,2022/10/11 18:04:49.765,x,
5004,VL,2022/10/11 18:04:57.016,,x
5005,VELO,2022/10/11 18:05:08.813,x,
5008,VL,2022/10/11 18:05:41.097,x,
5009,VL,2022/10/11 18:05:53.298,x,
5011,VELO,2022/10/11 18:08:06.429,x,
5013,VL,2022/10/11 18:09:30.816,,x
5015,VL,2022/10/11 18:09:37.381,x,
5016,VELO,2022/10/11 18:10:32.531,x,
5019,VL,2022/10/11 18:11:17.013,,x
5021,VELO,2022/10/11 18:12:35.298,x,
5023,VL,2022/10/11 18:13:13.864,,x
5024,EDPM,2022/10/11 18:15:01.581,x,
5025,UT,2022/10/11 18:15:17.098,x,
5028,UT,2022/10/11 18:18:36.429,x,
5029,VL,2022/10/11 18:19:20.350,x,
5031,VELO,2022/10/11 18:19:28.429,x,
5033,VL,2022/10/11 18:21:41.966,,x
5042,VL,2022/10/11 18:24:47.680,x,
5044,VL,2022/10/11 18:25:31.963,x,
5045,VELO,2022/10/11 18:26:44.529,,x
5047,VL,2022/10/11 18:28:08.246,x,
5048,VL,2022/10/11 18:28:19.582,x,
5051,VELO,2022/10/11 18:30:22.147,x,
5052,VL,2022/10/11 18:30:26.632,x,
5053,VL,2022/10/11 18:30:31.682,x,
5054,VELO,2022/10/11 18:31:08.915,x,
